symbol	ensembl_gene_id	endpoint_role
TOP1MT	ENSG00000184428	target
UBQLN2	ENSG00000188021	target
METTL9	ENSG00000197006	target
ZNF580	ENSG00000213015	target
ARPC1A	ENSG00000241685	target
ZNF512	ENSG00000243943	target
PIP4K2B	ENSG00000276293	target
HAGH	ENSG00000063854	target
ARAF	ENSG00000078061	target
RFX3	ENSG00000080298	target
PTPRC	ENSG00000081237	target
MTIF2	ENSG00000085760	target
RAB11FIP3	ENSG00000090565	target
KIF4A	ENSG00000090889	target
CYB5R3	ENSG00000100243	target
GZMH	ENSG00000100450	target
GSTZ1	ENSG00000100577	target
FCGRT	ENSG00000104870	target
THG1L	ENSG00000113272	target
RAD50	ENSG00000113522	target
HES1	ENSG00000114315	target
KIF21B	ENSG00000116852	target
NSL1	ENSG00000117697	target
SIRT5	ENSG00000124523	target
OARD1	ENSG00000124596	target
CASD1	ENSG00000127995	target
CDK7	ENSG00000134058	target
KCNK1	ENSG00000135750	target
RABGGTB	ENSG00000137955	target
RAB15	ENSG00000139998	target
UBAP2L	ENSG00000143569	target
STK11IP	ENSG00000144589	target
INCENP	ENSG00000149503	target
RASSF3	ENSG00000153179	target
UBALD1	ENSG00000153443	target
RMND5A	ENSG00000153561	target
MITD1	ENSG00000158411	target
DUSP23	ENSG00000158716	target
HK2	ENSG00000159399	target
TMPRSS3	ENSG00000160183	target
SELENON	ENSG00000162430	target
MEGF6	ENSG00000162591	target
PGRMC2	ENSG00000164040	target
FMC1	ENSG00000164898	target
YWHAZ	ENSG00000164924	target
TMEM65	ENSG00000164983	target
AQP3	ENSG00000165272	target
GTF2A1	ENSG00000165417	target
CACNB3	ENSG00000167535	target
UGP2	ENSG00000169764	target
SLC30A1	ENSG00000170385	target
EMB	ENSG00000170571	target
GSTA4	ENSG00000170899	target
TMEM134	ENSG00000172663	target
SULT1B1	ENSG00000173597	target
HRAS	ENSG00000174775	target
CTDSP2	ENSG00000175215	target
TMEM107	ENSG00000179029	target
ZNRF2	ENSG00000180233	target
HYKK	ENSG00000188266	target
ZP3	ENSG00000188372	target
DPYD	ENSG00000188641	target
SPTAN1	ENSG00000197694	target
PRIM1	ENSG00000198056	target
MXD3	ENSG00000213347	target
DENND11	ENSG00000257093	target
RDM1	ENSG00000278023	target
DEF6	ENSG00000023892	target
OTUD5	ENSG00000068308	target
MCM2	ENSG00000073111	target
MCM6	ENSG00000076003	target
CERS4	ENSG00000090661	target
NLRP1	ENSG00000091592	target
CDC6	ENSG00000094804	target
AHCY	ENSG00000101444	target
PIM2	ENSG00000102096	target
STX4	ENSG00000103496	target
SPG11	ENSG00000104133	target
LSM5	ENSG00000106355	target
LRRC59	ENSG00000108829	target
TRIM38	ENSG00000112343	target
MAP7D1	ENSG00000116871	target
PHF19	ENSG00000119403	target
GPSM2	ENSG00000121957	target
ITPR2	ENSG00000123104	target
AHDC1	ENSG00000126705	target
THEMIS2	ENSG00000130775	target
SH3BGRL	ENSG00000131171	target
LIMD2	ENSG00000136490	target
ESD	ENSG00000139684	target
PLCL2	ENSG00000154822	target
VBP1	ENSG00000155959	target
SKI	ENSG00000157933	target
CALM3	ENSG00000160014	target
ST6GALNAC6	ENSG00000160408	target
GRPEL2	ENSG00000164284	target
LRR1	ENSG00000165501	target
TAF1D	ENSG00000166012	target
GOLGB1	ENSG00000173230	target
IMPDH2	ENSG00000178035	target
SNRPE	ENSG00000182004	target
C11orf54	ENSG00000182919	target
TMEM50A	ENSG00000183726	target
HELZ	ENSG00000198265	target
TXNRD1	ENSG00000198431	target
UFL1	ENSG00000014123	target
ATG5	ENSG00000057663	target
PREP	ENSG00000085377	target
ECHDC1	ENSG00000093144	target
MED23	ENSG00000112282	target
SNX3	ENSG00000112335	target
NUP43	ENSG00000120253	target
LATS1	ENSG00000131023	target
PPT1	ENSG00000131238	target
MAP3K7	ENSG00000135341	target
SHPRH	ENSG00000146414	target
ZUP1	ENSG00000153975	target
MRS2	ENSG00000124532	target
ZNF7	ENSG00000147789	target
GNG4	ENSG00000168243	target
TRIM26	ENSG00000234127	target
IFFO1	ENSG00000010295	target
WAS	ENSG00000015285	target
IDH3G	ENSG00000067829	target
FAM50A	ENSG00000071859	target
UPRT	ENSG00000094841	target
DIDO1	ENSG00000101191	target
RRP36	ENSG00000124541	target
HNRNPH2	ENSG00000126945	target
SP110	ENSG00000135899	target
IL11RA	ENSG00000137070	target
VAMP1	ENSG00000139190	target
ZNF514	ENSG00000144026	target
EIF2A	ENSG00000144895	target
ANKAR	ENSG00000151687	target
PABIR2	ENSG00000156504	target
C21orf58	ENSG00000160298	target
DCAF16	ENSG00000163257	target
MZB1	ENSG00000170476	target
TCEA2	ENSG00000171703	target
SP3	ENSG00000172845	target
HECTD4	ENSG00000173064	target
SH2B1	ENSG00000178188	target
L3MBTL1	ENSG00000185513	target
EXD3	ENSG00000187609	target
ZNF785	ENSG00000197162	target
C1D	ENSG00000197223	target
EME2	ENSG00000197774	target
VPS13A	ENSG00000197969	target
VAMP2	ENSG00000220205	target
ZBTB22	ENSG00000236104	target
EID1	ENSG00000255302	target
MLLT6	ENSG00000275023	target
LPIN2	ENSG00000101577	target
FANCI	ENSG00000140525	target
PRKACB	ENSG00000142875	target
MX1	ENSG00000157601	target
CARMIL2	ENSG00000159753	target
PLK1	ENSG00000166851	target
SMARCC1	ENSG00000173473	target
GCLC	ENSG00000001084	target
GCLM	ENSG00000023909	target
ADSS2	ENSG00000035687	target
CLEC16A	ENSG00000038532	target
MSANTD3	ENSG00000066697	target
MGAT4A	ENSG00000071073	target
KEAP1	ENSG00000079999	target
CASS4	ENSG00000087589	target
PPM1F	ENSG00000100034	target
DMC1	ENSG00000100206	target
SDR39U1	ENSG00000100445	target
HAGHL	ENSG00000103253	target
ANTKMT	ENSG00000103254	target
PITRM1	ENSG00000107959	target
ST3GAL4	ENSG00000110080	target
CAND1	ENSG00000111530	target
HEMK1	ENSG00000114735	target
ACVR2B	ENSG00000114739	target
ASB3	ENSG00000115239	target
CLIP4	ENSG00000115295	target
TMEM115	ENSG00000126062	target
MIS18BP1	ENSG00000129534	target
DYNC1LI2	ENSG00000135720	target
PDCL	ENSG00000136940	target
RNF38	ENSG00000137075	target
MDC1	ENSG00000137337	target
GCHFR	ENSG00000137880	target
ABI2	ENSG00000138443	target
SLC38A6	ENSG00000139974	target
PGD	ENSG00000142657	target
SYTL1	ENSG00000142765	target
ALDH9A1	ENSG00000143149	target
FBXO10	ENSG00000147912	target
SLC7A11	ENSG00000151012	target
GNE	ENSG00000159921	target
KLHL21	ENSG00000162413	target
PAQR3	ENSG00000163291	target
ICA1L	ENSG00000163596	target
STXBP5	ENSG00000164506	target
ILK	ENSG00000166333	target
FTH1	ENSG00000167996	target
COG7	ENSG00000168434	target
C11orf24	ENSG00000171067	target
CHD7	ENSG00000171316	target
TALDO1	ENSG00000177156	target
ULK1	ENSG00000177169	target
GTPBP6	ENSG00000178605	target
POU6F1	ENSG00000184271	target
NEMP2	ENSG00000189362	target
IL1RAP	ENSG00000196083	target
HAUS3	ENSG00000214367	target
EID3	ENSG00000255150	target
CAP1	ENSG00000131236	target
FBXO46	ENSG00000177051	target
CCNB1	ENSG00000134057	target
SAMD9L	ENSG00000177409	target
APPBP2	ENSG00000062725	target
NDUFB4	ENSG00000065518	target
CBY1	ENSG00000100211	target
RNF141	ENSG00000110315	target
ABHD14B	ENSG00000114779	target
PPCS	ENSG00000127125	target
FUOM	ENSG00000148803	target
ANKRD11	ENSG00000167522	target
SF3B5	ENSG00000169976	target
RNASEH2C	ENSG00000172922	target
PRKAG1	ENSG00000181929	target
FBXL6	ENSG00000182325	target
PTRH1	ENSG00000187024	target
EIF2AK2	ENSG00000055332	target
CLEC2B	ENSG00000110852	target
SELENOK	ENSG00000113811	target
IL6ST	ENSG00000134352	target
VPS36	ENSG00000136100	target
SETD1B	ENSG00000139718	target
PPP1R15B	ENSG00000158615	target
MIOS	ENSG00000164654	target
CNBP	ENSG00000169714	target
RBKS	ENSG00000171174	target
CWC25	ENSG00000273559	target
NDUFAF7	ENSG00000003509	target
ARHGAP33	ENSG00000004777	target
SLC30A9	ENSG00000014824	target
ZDHHC6	ENSG00000023041	target
NR1H3	ENSG00000025434	target
AGA	ENSG00000038002	target
R3HDM1	ENSG00000048991	target
UTS2	ENSG00000049247	target
PTCD2	ENSG00000049883	target
OPN3	ENSG00000054277	target
ATP11B	ENSG00000058063	target
CA11	ENSG00000063180	target
CACNB1	ENSG00000067191	target
METTL22	ENSG00000067365	target
PIGB	ENSG00000069943	target
NDE1	ENSG00000072864	target
SLC25A40	ENSG00000075303	target
SPAG5	ENSG00000076382	target
FAM76B	ENSG00000077458	target
MCCC1	ENSG00000078070	target
FKBP7	ENSG00000079150	target
SRCAP	ENSG00000080603	target
ALG9	ENSG00000086848	target
TPX2	ENSG00000088325	target
MAPKAPK5	ENSG00000089022	target
PPP2R3C	ENSG00000092020	target
RNF31	ENSG00000092098	target
CENPM	ENSG00000100162	target
CHKB	ENSG00000100288	target
RBX1	ENSG00000100387	target
VCPKMT	ENSG00000100483	target
IFT52	ENSG00000101052	target
PABPC1L	ENSG00000101104	target
NDUFAF5	ENSG00000101247	target
ACOT8	ENSG00000101473	target
ZNF821	ENSG00000102984	target
CLUAP1	ENSG00000103351	target
ZFAND1	ENSG00000104231	target
CLASRP	ENSG00000104859	target
PIH1D1	ENSG00000104872	target
TBC1D17	ENSG00000104946	target
PTOV1	ENSG00000104960	target
POLR2I	ENSG00000105258	target
DUS4L	ENSG00000105865	target
STX1A	ENSG00000106089	target
NOD1	ENSG00000106100	target
NUDT1	ENSG00000106268	target
MOSPD3	ENSG00000106330	target
PCOLCE	ENSG00000106333	target
CLDN15	ENSG00000106404	target
NMRK1	ENSG00000106733	target
SEC23IP	ENSG00000107651	target
AKAP10	ENSG00000108599	target
FNBP4	ENSG00000109920	target
GTF2H1	ENSG00000110768	target
FOXM1	ENSG00000111206	target
FBXO9	ENSG00000112146	target
C6orf62	ENSG00000112308	target
CRBN	ENSG00000113851	target
FOXP1	ENSG00000114861	target
DGUOK	ENSG00000114956	target
STK16	ENSG00000115661	target
PARK7	ENSG00000116288	target
PHTF1	ENSG00000116793	target
CTBS	ENSG00000117151	target
VAMP4	ENSG00000117533	target
MAPKAP1	ENSG00000119487	target
AFTPH	ENSG00000119844	target
WDR11	ENSG00000120008	target
PSPC1	ENSG00000121390	target
PILRB	ENSG00000121716	target
NAA60	ENSG00000122390	target
RWDD3	ENSG00000122481	target
POLM	ENSG00000122678	target
EBPL	ENSG00000123179	target
HJURP	ENSG00000123485	target
PIGT	ENSG00000124155	target
ARFGEF2	ENSG00000124198	target
MTRR	ENSG00000124275	target
STAMBP	ENSG00000124356	target
SLC35B3	ENSG00000124786	target
TTF1	ENSG00000125482	target
MED1	ENSG00000125686	target
RHOT1	ENSG00000126858	target
STYXL1	ENSG00000127952	target
POT1	ENSG00000128513	target
ICE2	ENSG00000128915	target
SLC44A2	ENSG00000129353	target
PGAP6	ENSG00000129925	target
LGALS3	ENSG00000131981	target
DPH2	ENSG00000132768	target
C12orf29	ENSG00000133641	target
CEPT1	ENSG00000134255	target
CKAP2	ENSG00000136108	target
STAM	ENSG00000136738	target
SELENOI	ENSG00000138018	target
SLC15A4	ENSG00000139370	target
ESCO1	ENSG00000141446	target
TXNL4A	ENSG00000141759	target
USP21	ENSG00000143258	target
BDP1	ENSG00000145734	target
RARS2	ENSG00000146282	target
MINDY3	ENSG00000148481	target
CENPU	ENSG00000151725	target
TXNDC11	ENSG00000153066	target
CFDP1	ENSG00000153774	target
HSPA13	ENSG00000155304	target
NDUFAF6	ENSG00000156170	target
MAP3K7CL	ENSG00000156265	target
PCGF6	ENSG00000156374	target
NTAQ1	ENSG00000156795	target
PRR14	ENSG00000156858	target
ODR4	ENSG00000157181	target
AP3S2	ENSG00000157823	target
RAB28	ENSG00000157869	target
GPBP1L1	ENSG00000159592	target
SIK3	ENSG00000160584	target
TYW5	ENSG00000162971	target
MAIP1	ENSG00000162972	target
SCNM1	ENSG00000163156	target
RNF149	ENSG00000163162	target
GTPBP8	ENSG00000163607	target
TENT2	ENSG00000164329	target
FASTK	ENSG00000164896	target
HPRT1	ENSG00000165704	target
ANKDD1A	ENSG00000166839	target
PATL1	ENSG00000166889	target
RAB4A	ENSG00000168118	target
USP39	ENSG00000168883	target
CKAP2L	ENSG00000169607	target
SPNS1	ENSG00000169682	target
ADPRM	ENSG00000170222	target
RALGAPB	ENSG00000170471	target
ARMC10	ENSG00000170632	target
ZFAND4	ENSG00000172671	target
CES2	ENSG00000172831	target
ATR	ENSG00000175054	target
TBC1D10C	ENSG00000175463	target
PIDD1	ENSG00000177595	target
TMEM94	ENSG00000177728	target
GALNT11	ENSG00000178234	target
FAM219B	ENSG00000178761	target
CTC1	ENSG00000178971	target
SHARPIN	ENSG00000179526	target
SLC36A4	ENSG00000180773	target
ZDHHC20	ENSG00000180776	target
HSF1	ENSG00000185122	target
PRPF39	ENSG00000185246	target
GPR89B	ENSG00000188092	target
CLN3	ENSG00000188603	target
STRN3	ENSG00000196792	target
PIGN	ENSG00000197563	target
SLC9A8	ENSG00000197818	target
IRAK4	ENSG00000198001	target
TMEM116	ENSG00000198270	target
ZNF26	ENSG00000198393	target
EEF1AKMT2	ENSG00000203791	target
EFCAB7	ENSG00000203965	target
DXO	ENSG00000204348	target
NT5M	ENSG00000205309	target
DENND1C	ENSG00000205744	target
FAM24B	ENSG00000213185	target
ALG3	ENSG00000214160	target
KIFC1	ENSG00000237649	target
C2orf74	ENSG00000237651	target
SRSF8	ENSG00000263465	target
SOD2	ENSG00000291237	target
MAD2L1BP	ENSG00000124688	target
E2F8	ENSG00000129173	target
DCTD	ENSG00000129187	target
ERN1	ENSG00000178607	target
JPT1	ENSG00000189159	target
E2F2	ENSG00000007968	target
SH2D2A	ENSG00000027869	target
RABEP1	ENSG00000029725	target
PRKCQ	ENSG00000065675	target
FOSL2	ENSG00000075426	target
RGS1	ENSG00000090104	target
WDR76	ENSG00000092470	target
PPP1R16B	ENSG00000101445	target
ACOT13	ENSG00000112304	target
CNDP2	ENSG00000133313	target
AP1AR	ENSG00000138660	target
NT5C3B	ENSG00000141698	target
C1orf216	ENSG00000142686	target
MCOLN2	ENSG00000153898	target
IMPACT	ENSG00000154059	target
RWDD2B	ENSG00000156253	target
IFNGR2	ENSG00000159128	target
CSTB	ENSG00000160213	target
SMPD1	ENSG00000166311	target
CIAO2B	ENSG00000166595	target
IL7R	ENSG00000168685	target
PRNP	ENSG00000171867	target
CXCR6	ENSG00000172215	target
FAM241A	ENSG00000174749	target
P2RY8	ENSG00000182162	target
CARD11	ENSG00000198286	target
CALM1	ENSG00000198668	target
SIPA1	ENSG00000213445	target
CORO7	ENSG00000262246	target
SMARCB1	ENSG00000099956	target
CBLL1	ENSG00000105879	target
KPNA1	ENSG00000114030	target
WWP1	ENSG00000123124	target
EMC6	ENSG00000127774	target
BCL10	ENSG00000142867	target
HNRNPLL	ENSG00000143889	target
WTAP	ENSG00000146457	target
UBE2Q1	ENSG00000160714	target
SLC9A6	ENSG00000198689	target
NOL7	ENSG00000225921	target
KLHDC7B	ENSG00000130487	target
ZNF563	ENSG00000188868	target
CCDC22	ENSG00000101997	target
TSR3	ENSG00000007520	target
COMT	ENSG00000093010	target
MTFR1L	ENSG00000117640	target
CCDC93	ENSG00000125633	target
FBXO44	ENSG00000132879	target
C7orf50	ENSG00000146540	target
TNFRSF14	ENSG00000157873	target
MXRA7	ENSG00000182534	target
SDHAF3	ENSG00000196636	target
ZFYVE16	ENSG00000039319	target
BICRA	ENSG00000063169	target
CYBRD1	ENSG00000071967	target
MAGI3	ENSG00000081026	target
SCML2	ENSG00000102098	target
BMPR1A	ENSG00000107779	target
FAM184A	ENSG00000111879	target
CLIC5	ENSG00000112782	target
RALGPS2	ENSG00000116191	target
NENF	ENSG00000117691	target
LMO7	ENSG00000136153	target
DNAJC1	ENSG00000136770	target
DNA2	ENSG00000138346	target
MFSD14B	ENSG00000148110	target
EPS8	ENSG00000151491	target
NSMCE2	ENSG00000156831	target
SPTSSA	ENSG00000165389	target
E2F7	ENSG00000165891	target
NEMP1	ENSG00000166881	target
TMEM64	ENSG00000180694	target
FBF1	ENSG00000188878	target
RAD54B	ENSG00000197275	target
ZFP57	ENSG00000204644	target
TMEM170B	ENSG00000205269	target
ITSN1	ENSG00000205726	target
ZNF229	ENSG00000278318	target
ICA1	ENSG00000003147	target
FKBP4	ENSG00000004478	target
CROT	ENSG00000005469	target
RHBDD2	ENSG00000005486	target
AP2B1	ENSG00000006125	target
DBF4	ENSG00000006634	target
TBXA2R	ENSG00000006638	target
SYPL1	ENSG00000008282	target
UBR7	ENSG00000012963	target
NUB1	ENSG00000013374	target
RNF14	ENSG00000013561	target
ZC3H3	ENSG00000014164	target
SLC45A4	ENSG00000022567	target
RNH1	ENSG00000023191	target
NCAPH2	ENSG00000025770	target
AGPAT4	ENSG00000026652	target
VRK2	ENSG00000028116	target
FAM13B	ENSG00000031003	target
CHPF2	ENSG00000033100	target
FAM136A	ENSG00000035141	target
PHLPP2	ENSG00000040199	target
PIK3CB	ENSG00000051382	target
HHAT	ENSG00000054392	target
LTK	ENSG00000062524	target
SNX24	ENSG00000064652	target
MAP2K4	ENSG00000065559	target
RASSF1	ENSG00000068028	target
GRIPAP1	ENSG00000068400	target
ERLEC1	ENSG00000068912	target
DAPP1	ENSG00000070190	target
OSBPL3	ENSG00000070882	target
TCF3	ENSG00000071564	target
MBD3	ENSG00000071655	target
ADGRL1	ENSG00000072071	target
TSG101	ENSG00000074319	target
ACTR6	ENSG00000075089	target
TIMM21	ENSG00000075336	target
KIFAP3	ENSG00000075945	target
PTPN23	ENSG00000076201	target
DYNC1I2	ENSG00000077380	target
CEACAM1	ENSG00000079385	target
RAB21	ENSG00000080371	target
ERC1	ENSG00000082805	target
PLOD1	ENSG00000083444	target
AGBL5	ENSG00000084693	target
EPS15	ENSG00000085832	target
CHMP5	ENSG00000086065	target
GMCL1	ENSG00000087338	target
KLHL42	ENSG00000087448	target
DOCK3	ENSG00000088538	target
OAS1	ENSG00000089127	target
DHX32	ENSG00000089876	target
TNRC6A	ENSG00000090905	target
DLL3	ENSG00000090932	target
SPAG7	ENSG00000091640	target
HECTD1	ENSG00000092148	target
XYLB	ENSG00000093217	target
NUBP2	ENSG00000095906	target
EFHC1	ENSG00000096093	target
SH3GLB1	ENSG00000097033	target
MACROH2A2	ENSG00000099284	target
DERL3	ENSG00000099958	target
DNAL4	ENSG00000100246	target
SAMM50	ENSG00000100347	target
PRMT5	ENSG00000100462	target
CDKL1	ENSG00000100490	target
CDKN3	ENSG00000100526	target
YY1	ENSG00000100811	target
PSME2	ENSG00000100911	target
TPD52L2	ENSG00000101150	target
DNAJC5	ENSG00000101152	target
ADISSP	ENSG00000101220	target
MAPRE1	ENSG00000101367	target
RBFA	ENSG00000101546	target
NKAP	ENSG00000101882	target
PRPS2	ENSG00000101911	target
AMMECR1	ENSG00000101935	target
STAG2	ENSG00000101972	target
ZC3H12B	ENSG00000102053	target
CLN5	ENSG00000102805	target
LYRM1	ENSG00000102897	target
AAGAB	ENSG00000103591	target
TRIP4	ENSG00000103671	target
ZNF106	ENSG00000103994	target
UBE2W	ENSG00000104343	target
STK3	ENSG00000104375	target
SQLE	ENSG00000104549	target
TRMT1	ENSG00000104907	target
DYRK1B	ENSG00000105204	target
CCDC9	ENSG00000105321	target
SLC5A5	ENSG00000105641	target
ARMC6	ENSG00000105676	target
CASP2	ENSG00000106144	target
WASL	ENSG00000106299	target
SERPINE1	ENSG00000106366	target
NRF1	ENSG00000106459	target
FSD1L	ENSG00000106701	target
TLE4	ENSG00000106829	target
AKNA	ENSG00000106948	target
ARHGAP21	ENSG00000107863	target
MED13	ENSG00000108510	target
SMARCD2	ENSG00000108604	target
NMU	ENSG00000109255	target
TBC1D19	ENSG00000109680	target
JHY	ENSG00000109944	target
PUS3	ENSG00000110060	target
PRDM4	ENSG00000110851	target
KCTD10	ENSG00000110906	target
CSRNP2	ENSG00000110925	target
OAS2	ENSG00000111335	target
RFC5	ENSG00000111445	target
CPSF6	ENSG00000111605	target
CMAS	ENSG00000111726	target
RIC8B	ENSG00000111785	target
FBXO5	ENSG00000112029	target
SRF	ENSG00000112658	target
ERBIN	ENSG00000112851	target
CEP72	ENSG00000112877	target
RAD1	ENSG00000113456	target
C5orf15	ENSG00000113583	target
NPRL2	ENSG00000114388	target
EIF1B	ENSG00000114784	target
MOB1A	ENSG00000114978	target
KANSL3	ENSG00000114982	target
CHST10	ENSG00000115526	target
FHL2	ENSG00000115641	target
TAF1B	ENSG00000115750	target
THADA	ENSG00000115970	target
EDEM3	ENSG00000116406	target
SWT1	ENSG00000116668	target
MTR	ENSG00000116984	target
AKT3	ENSG00000117020	target
DYNC2I2	ENSG00000119333	target
ABCD4	ENSG00000119688	target
SIL1	ENSG00000120725	target
ZNF706	ENSG00000120963	target
TRMT1L	ENSG00000121486	target
B4GALT4	ENSG00000121578	target
SV2C	ENSG00000122012	target
ZNF644	ENSG00000122482	target
ARL4A	ENSG00000122644	target
VPS26A	ENSG00000122958	target
CDKN2C	ENSG00000123080	target
SPRYD7	ENSG00000123178	target
ARHGAP9	ENSG00000123329	target
EEF1AKMT3	ENSG00000123427	target
FAM199X	ENSG00000123575	target
DNPEP	ENSG00000123992	target
FAM124B	ENSG00000124019	target
RNF114	ENSG00000124226	target
NAGK	ENSG00000124357	target
GPR108	ENSG00000125734	target
RBCK1	ENSG00000125826	target
RALY	ENSG00000125970	target
DYNLRB1	ENSG00000125971	target
DNAJC8	ENSG00000126698	target
KTN1	ENSG00000126777	target
SGPP1	ENSG00000126821	target
IL22	ENSG00000127318	target
PKMYT1	ENSG00000127564	target
RNF6	ENSG00000127870	target
IRF5	ENSG00000128604	target
KLHDC10	ENSG00000128607	target
CHN1	ENSG00000128656	target
GAD1	ENSG00000128683	target
ILF3	ENSG00000129351	target
SNX6	ENSG00000129515	target
EPB41L4A	ENSG00000129595	target
CDO1	ENSG00000129596	target
SLC27A1	ENSG00000130304	target
CYP2E1	ENSG00000130649	target
DNMT1	ENSG00000130816	target
ULBP2	ENSG00000131015	target
COX7B	ENSG00000131174	target
TRAF3	ENSG00000131323	target
PRKAB2	ENSG00000131791	target
ACTR10	ENSG00000131966	target
PTPRE	ENSG00000132334	target
TMEM128	ENSG00000132406	target
SYT11	ENSG00000132718	target
SRRM1	ENSG00000133226	target
TMEM254	ENSG00000133678	target
IMPA1	ENSG00000133731	target
NOTCH2	ENSG00000134250	target
TMEM165	ENSG00000134851	target
CLOCK	ENSG00000134852	target
MTO1	ENSG00000135297	target
SNX14	ENSG00000135317	target
AGAP2	ENSG00000135439	target
SEMA4F	ENSG00000135622	target
RCBTB1	ENSG00000136144	target
SCRN1	ENSG00000136193	target
RAPGEF5	ENSG00000136237	target
TRA2B	ENSG00000136527	target
BLK	ENSG00000136573	target
SKIL	ENSG00000136603	target
HINT2	ENSG00000137133	target
TMEM63B	ENSG00000137216	target
SDCBP	ENSG00000137575	target
CENPO	ENSG00000138092	target
STAMBPL1	ENSG00000138134	target
SLC35A5	ENSG00000138459	target
PRDM5	ENSG00000138738	target
NAA30	ENSG00000139977	target
BNIP2	ENSG00000140299	target
NDUFB10	ENSG00000140990	target
PTRH2	ENSG00000141378	target
MBD1	ENSG00000141644	target
TMEM50B	ENSG00000142188	target
ADAMTS10	ENSG00000142303	target
RCN3	ENSG00000142552	target
NBPF3	ENSG00000142794	target
MTF2	ENSG00000143033	target
PRUNE1	ENSG00000143363	target
MAP3K21	ENSG00000143674	target
PSEN2	ENSG00000143801	target
SPOPL	ENSG00000144228	target
PTPRG	ENSG00000144724	target
PYURF	ENSG00000145337	target
CBR4	ENSG00000145439	target
RASA1	ENSG00000145715	target
FARS2	ENSG00000145982	target
PPP1R18	ENSG00000146112	target
RNF217	ENSG00000146373	target
IGFBP3	ENSG00000146674	target
MDH2	ENSG00000146701	target
NONO	ENSG00000147140	target
SNX12	ENSG00000147164	target
UTP23	ENSG00000147679	target
POLE3	ENSG00000148229	target
SURF2	ENSG00000148291	target
NTMT1	ENSG00000148335	target
LAMTOR1	ENSG00000149357	target
EI24	ENSG00000149547	target
CCDC15	ENSG00000149548	target
FSIP1	ENSG00000150667	target
PLBD2	ENSG00000151176	target
EXT2	ENSG00000151348	target
C4orf33	ENSG00000151470	target
THYN1	ENSG00000151500	target
SAV1	ENSG00000151748	target
CCDC122	ENSG00000151773	target
BAG3	ENSG00000151929	target
RABGAP1L	ENSG00000152061	target
EPG5	ENSG00000152223	target
IFIT5	ENSG00000152778	target
SCOC	ENSG00000153130	target
TRIP12	ENSG00000153827	target
GRAP	ENSG00000154016	target
PPP4R1	ENSG00000154845	target
TTC39B	ENSG00000155158	target
GRAMD2B	ENSG00000155324	target
SETD9	ENSG00000155542	target
NUP205	ENSG00000155561	target
ADK	ENSG00000156110	target
ZFAND3	ENSG00000156639	target
SAMD8	ENSG00000156671	target
ATAD2	ENSG00000156802	target
BUB1B	ENSG00000156970	target
RBPMS	ENSG00000157110	target
FCSK	ENSG00000157353	target
SLC35B2	ENSG00000157593	target
LDLRAP1	ENSG00000157978	target
DUSP2	ENSG00000158050	target
CNNM4	ENSG00000158158	target
AUTS2	ENSG00000158321	target
B4GALT5	ENSG00000158470	target
USF1	ENSG00000158773	target
CSRP1	ENSG00000159176	target
HLCS	ENSG00000159267	target
CCDC117	ENSG00000159873	target
GATD3	ENSG00000160221	target
NEK8	ENSG00000160602	target
NLRX1	ENSG00000160703	target
IER2	ENSG00000160888	target
DVL3	ENSG00000161202	target
PCYT1A	ENSG00000161217	target
THAP8	ENSG00000161277	target
JOSD2	ENSG00000161677	target
CCNF	ENSG00000162063	target
ZG16B	ENSG00000162078	target
ZYG11B	ENSG00000162378	target
TMCO4	ENSG00000162542	target
PEX19	ENSG00000162735	target
SLAMF6	ENSG00000162739	target
RBM15	ENSG00000162775	target
DPY30	ENSG00000162961	target
SLC66A3	ENSG00000162976	target
COQ8A	ENSG00000163050	target
PDLIM5	ENSG00000163110	target
BOLA3	ENSG00000163170	target
GNPDA2	ENSG00000163281	target
TMEM169	ENSG00000163449	target
HDAC11	ENSG00000163517	target
AIM2	ENSG00000163568	target
RBM47	ENSG00000163694	target
MTMR14	ENSG00000163719	target
S100P	ENSG00000163993	target
FBXO8	ENSG00000164117	target
TMEM161B	ENSG00000164180	target
ENPP6	ENSG00000164303	target
PRIMPOL	ENSG00000164306	target
UBLCP1	ENSG00000164332	target
GDF9	ENSG00000164404	target
TXLNB	ENSG00000164440	target
DCBLD1	ENSG00000164465	target
OSGIN2	ENSG00000164823	target
NUDT2	ENSG00000164978	target
STRBP	ENSG00000165209	target
CFL2	ENSG00000165410	target
TTC7B	ENSG00000165914	target
IFI27	ENSG00000165949	target
HACD1	ENSG00000165996	target
HPS6	ENSG00000166189	target
APBB1	ENSG00000166313	target
NUDT13	ENSG00000166321	target
WEE1	ENSG00000166483	target
NDEL1	ENSG00000166579	target
FAM111A	ENSG00000166801	target
EVA1C	ENSG00000166979	target
NKX3-1	ENSG00000167034	target
TEF	ENSG00000167074	target
STIM1	ENSG00000167323	target
CYB5D2	ENSG00000167740	target
CD320	ENSG00000167775	target
NDUFV1	ENSG00000167792	target
NUDT8	ENSG00000167799	target
KRT10-AS1	ENSG00000167920	target
FAM234A	ENSG00000167930	target
SAC3D1	ENSG00000168061	target
CCDC88B	ENSG00000168071	target
NDUFS5	ENSG00000168653	target
IRS1	ENSG00000169047	target
CENPX	ENSG00000169689	target
TPST1	ENSG00000169902	target
SIMC1	ENSG00000170085	target
PDCD6IP	ENSG00000170248	target
